32,6,20,1
-53,22,26,-62
-7,40,-72,26
-98,-84,90,-92
53,-25,-54,30
-79,-91,-39,-4
-83,-22,22,-70
73,58,14,-7
-82,57,-31,-81
-13,-20,-85,66
96,-39,-21,-36
-37,-41,93,-60
-46,92,-57,-10
54,-19,-78,32
-94,1,-92,-25
31,-49,-55,30
27,-62,14,31
-41,-30,-73,79
60,11,8,34
44,21,47,-24
-38,90,-70,28
-48,-1,84,96
67,87,-69,8
83,-20,61,43
35,70,-82,68
37,-63,-72,-82
1,-37,-99,-71
-50,44,20,-79
38,-75,54,-38
-78,-59,47,78
60,41,72,94
-43,80,38,-66
-57,39,-63,45
52,94,81,-87
-7,15,25,-66
35,-44,-68,-5
31,-56,-77,8
89,-17,-40,-96
52,-71,-90,76
-87,64,-7,-49
-12,20,-13,-82
-57,7,-10,-65
-59,77,-34,46
-73,100,47,-33
17,85,97,-32
48,58,-91,3
8,-89,22,-31
-51,-83,-100,69
55,9,-74,38
-74,24,-26,37
46,-10,-50,35
-26,-9,28,86
53,23,-25,12
85,-88,-58,-92
-18,24,-53,-87
61,36,-71,1
2,-33,-21,-79
85,-49,18,64
-94,-44,48,41
-97,65,25,-62
12,-65,95,61
4,98,-66,25
-57,3,-76,-98
-79,-27,45,23
-58,-30,60,90
-58,76,87,77
-80,-96,75,54
68,-84,18,-97
-1,17,94,-33
74,-25,-30,92
-40,95,-7,-78
-53,56,43,-55
31,39,-78,-95
60,57,-53,-52
80,-60,-86,-71
-84,-88,78,97
64,90,-34,45
44,69,51,48
-19,2,6,46
-34,2,74,-59
56,-32,67,69
54,88,85,-84
25,38,-38,-81
-11,-44,40,-93
72,-16,74,-93
50,46,25,-86
37,-88,-66,-88
91,58,45,-42
-4,-85,77,71
38,41,96,-88
59,37,92,90
87,-67,29,55
-28,72,-84,-39
22,-69,-1,-32
60,-90,62,91
-6,9,-4,83
-11,-58,-32,-30
19,72,-51,6
-66,-8,40,63
72,-65,53,18
-66,-33,-33,27
11,-61,-15,-82
-81,59,-8,-50
26,84,5,34
41,-91,-84,-94
-93,62,27,42
0,57,-5,70
-61,86,-12,75
25,48,-81,-99
44,-67,-75,66
-26,80,-28,-74
28,-67,-85,11
-49,-62,25,37
86,12,-5,72
0,42,-59,-77
93,-3,98,68
69,-14,-84,-60
93,96,93,-56
-38,-93,-65,-88
-21,-92,24,37
-94,-30,11,-47
51,-27,-68,-64
83,-79,-60,48
52,-1,90,85
-58,-31,-84,41
9,80,-1,-26
-19,-91,85,-57
55,32,-88,-26
45,-11,32,100
45,-27,47,-26
-51,38,7,4
49,90,-76,85
-29,17,21,-25
-79,-87,-81,-68
-23,62,-91,-61
-21,-92,97,-57
5,17,-13,-9
-92,-20,68,33
86,-5,26,-97
44,-79,-36,-6
24,50,59,-22
-57,-14,95,86
80,-58,-56,9
-72,76,-93,-14
-4,76,-56,36
-52,-90,29,-64
69,-40,-78,41
-48,45,-27,-88
16,-74,87,59
63,-1,57,-42
-100,58,-80,-79
-29,24,2,-68
-73,-50,63,-43
-34,8,-8,-58
-89,-6,95,88
35,-40,73,5
-37,-14,66,47
-71,-69,-9,30
37,-77,69,56
6,81,-25,-57
62,-40,-14,3
-17,27,72,-83
3,45,30,-93
-33,51,24,34
23,91,66,-46
29,-27,-27,5
-16,-3,-78,-75
31,81,-3,-97
-92,-15,-23,-41
91,38,14,22
62,5,52,-73
69,73,-49,3
2,98,38,-58
-22,-67,93,40
28,31,18,10
-92,51,-60,-8
-76,-13,-34,12
-38,-34,33,38
-69,-81,28,33
-14,43,-54,-22
-36,78,-5,-90
60,-26,-40,-6
39,30,-59,-67
-60,-81,70,-4
-86,-6,-50,-6
71,16,-90,-30
-9,73,-83,-97
-64,9,49,11
-59,88,14,34
-34,-86,-53,-35
-84,5,17,-31
-61,-30,-99,-40
0,66,5,74
70,-86,18,90
-64,-85,82,14
-87,96,82,-24
56,-97,-11,-7
71,47,-25,68
73,-72,54,-27
12,92,5,96
13,-96,-15,39
-36,-82,50,18
-93,-77,71,-81
43,45,-55,89
-52,0,-93,70
56,-53,-60,-81
-92,-62,-87,28
-80,28,-100,14
12,-95,34,-71
76,10,71,-82
-36,-39,49,-6
61,52,-29,-36
-46,-65,-75,28
-35,45,74,-42
-82,87,13,90
98,-99,0,-88
7,58,-78,14
8,29,42,-60
-91,-2,8,-72
28,81,-10,-70
-38,41,-83,66
-33,23,-65,90
52,-87,74,-98
-42,-72,86,-76
-89,33,41,39
-2,81,81,70
-54,-43,-11,26
-49,59,46,-9
-26,-39,70,25
72,31,45,55
50,-20,-91,-90
-68,14,56,23
50,-80,-13,44
-79,100,-49,5
-85,-19,93,-1
36,-92,59,7
96,54,62,-53
-37,15,26,-10
18,-21,52,87
-35,72,-23,-72
90,-39,-77,55
-65,-87,-83,-30
-71,-23,-11,88
-25,59,-48,2
6,-76,81,-97
-36,-25,77,19
52,69,-54,40
-41,-68,-4,-18
-74,38,-18,13
-41,-77,-49,-100
-4,36,16,38
51,-90,-94,86
-50,-37,-9,13
-13,53,63,-4
-65,-22,98,-48
-58,-47,50,-14
66,50,-98,29
-76,-95,31,-28
-33,40,47,-81
37,-90,8,-94
29,80,83,-50
-95,10,-83,-18
-76,-49,-96,7
39,-39,-45,66
-90,37,88,-30
75,-58,13,-78
34,79,7,-39
20,-84,39,54
-67,41,-79,-80
84,-88,-85,48
-86,19,-78,-90
88,29,-21,52
35,-11,75,29
-50,41,93,-38
81,24,76,-48
-55,47,5,30
-67,33,-100,-14
82,37,-71,54
-89,-59,-32,49
-76,-62,-35,69
-80,-15,86,-24
44,10,-44,-7
62,-76,-51,-9
-25,-91,11,87
68,-62,1,-81
-55,18,-94,13
91,90,26,-30
26,-1,-76,-88
-14,28,67,-57
-80,-3,-76,-56
-54,-65,17,39
-84,24,13,35
-27,98,52,-66
78,-97,57,100
-97,-88,-60,-30
80,-35,-86,12
-80,8,23,-75
-61,70,61,-35
40,-51,-97,65
-41,-25,71,45
79,6,-36,16
-80,27,53,-35
-16,91,12,53
74,12,-52,-36
69,48,18,-11
-87,81,74,46
22,51,-98,-10
26,-4,62,44
-99,7,-71,68
-32,21,-79,96
62,91,-8,-31
57,89,-1,-33
37,-36,-88,-8
-43,7,-83,-8
-61,43,98,58
-49,68,-93,71
-78,51,-60,-26
-90,-30,2,-41
-43,53,60,-1
21,-11,-39,62
68,-65,90,-71
-5,23,24,39
-9,9,71,94
75,-29,-46,-17
93,-57,-13,50
-19,97,-82,59
81,-67,34,64
26,20,78,-39
39,-28,75,48
75,29,-5,-67
68,70,-95,34
18,-61,64,16
-64,97,-51,94
9,-3,-67,69
54,-91,-6,-95
-92,-44,-78,-61
70,-79,31,12
-44,80,-7,23
-68,43,-4,20
51,25,-60,60
68,-84,-74,96
-98,88,-10,-77
39,-13,74,-21
-27,79,-30,23
48,-100,64,16
-16,-49,72,-3
52,-31,54,-48
27,-50,84,-94
76,-36,17,58
1,-65,36,12
-91,-38,-44,-8
51,21,23,89
-66,46,-7,-40
19,-28,57,0
-81,-21,-55,95
-76,-93,-26,27
8,-6,59,43
-30,-87,-81,45
89,51,-4,69
-9,62,-97,-43
29,-7,3,-94
-50,-16,60,82
47,-48,1,86
-15,-15,71,-56
-1,1,-80,-48
26,29,57,-38
53,9,85,11
55,-82,53,20
5,-15,69,76
17,-75,68,28
48,-80,25,-9
-86,14,71,42
96,-46,58,1
43,-5,-51,81
73,78,-20,-75
96,-33,-40,-36
-93,29,-57,-76
88,20,5,-76
-4,-27,23,49
29,-49,-76,67
-25,-43,84,-55
-13,-22,58,-42
-32,60,12,-10
-13,-96,41,23
9,81,47,9
-92,-99,71,-54
-46,-62,53,1
12,-47,45,-96
-83,6,21,-66
29,-39,-84,-4
57,-22,24,34
-15,99,-44,-46
3,22,-30,6
-78,0,29,30
-60,-65,-21,52
-64,-81,1,-20
-60,-82,-40,-93
72,29,58,39
-33,77,-75,-6
-32,99,85,10
-20,-55,2,80
-55,-11,-60,87
-99,43,5,9
39,-47,-42,-95
-43,-81,-92,0
-98,94,25,57
-30,-77,65,66
8,-46,55,-95
81,-13,-18,-8
94,17,-56,-16
-100,11,4,63
-79,42,39,-23
40,85,88,89
18,-77,36,-42
-18,-23,27,75
-40,71,20,28
12,16,-44,-12
76,-3,-33,57
-50,-56,85,0
-54,-87,-30,34
65,78,31,58
45,31,32,20
48,44,35,83
-15,-98,73,-47
-68,-39,64,-98
45,26,-70,-40
1,-96,77,-4
79,-98,-77,65
74,-28,-16,-3
77,43,-97,40
21,64,-91,-21
10,-90,-3,-34
42,32,73,-23
43,-24,-3,22
45,-13,-100,60
93,86,37,-85
-26,17,1,-56
83,-83,-58,-69
-84,-60,4,73
-55,-53,49,-97
-23,54,92,76
-35,-38,-60,-28
10,-16,-31,-22
1,-75,-19,-27
-26,-41,-75,37
24,-56,90,16
-95,73,-43,25
21,-87,-97,78
-24,-27,-60,-100
-12,46,49,94
15,56,-38,-18
98,-59,86,86
59,-7,-90,11
-32,-31,85,12
64,-3,-99,-32
-46,25,8,41
-78,17,-4,-21
96,-69,16,24
63,-3,74,100
5,-49,24,71
46,-41,65,21
-81,16,60,-3
-37,96,79,-62
56,-31,-3,29
-20,31,66,-4
2,24,47,84
-92,-13,24,-84
-59,-87,-64,22
-87,-10,84,25
7,-89,-30,40
32,70,75,-26
79,7,-77,44
-22,1,-88,-32
58,53,-81,94
-43,41,1,53
-47,48,-76,-63
-32,91,-88,-96
96,59,66,43
26,-18,-44,6
-69,-2,-88,23
49,-98,-46,93
-53,-42,71,-27
38,99,72,69
52,-96,-91,-26
80,77,26,75
80,51,52,97
-36,-97,-23,-57
-86,-78,-40,73
96,63,74,58
72,78,55,-97
-100,-100,-89,12
78,-21,21,-56
90,-84,99,-2
-18,-18,1,79
43,-25,9,72
-99,-90,-96,-29
41,75,-19,10
-70,-41,4,21
-27,-49,-36,75
2,15,-57,25
-14,-34,-38,-19
89,-20,-45,-87
-53,-43,-41,-85
-82,-57,-11,-73
-88,-50,27,73
-93,97,-10,75
99,30,-23,61
3,10,88,-63
-22,90,38,24
74,-79,82,-87
0,-3,63,-58
-9,-7,-99,65
33,-60,-55,80
55,-65,-43,-38
-35,57,28,-5
28,-14,-18,38
-18,-82,33,24
-53,-56,-2,-42
-47,-37,-23,-38
95,-7,-79,-1
-67,-98,30,-1
35,-98,39,24
39,-47,9,3
-84,-58,64,85
-94,-90,22,21
-19,34,-91,-66
55,63,90,83
61,2,96,11
-10,39,-94,-60
-8,-80,-79,-64
-1,-1,13,-31
53,81,15,87
56,-48,-18,-53
23,5,-33,58
-79,-94,12,-41
8,-17,33,87
37,70,-22,-90
95,91,-69,-45
62,-26,-30,-10
-72,99,65,-89
-21,34,-87,-51
46,-66,-24,91
-87,-37,-41,7
34,-98,92,-96
-52,-47,-44,-43
24,53,96,-73
-23,86,16,-4
55,85,-94,-95
40,-4,-1,-50
-61,36,59,35
-40,-21,-1,79
23,-59,-2,96
88,45,55,10
88,94,94,84
28,-16,-40,-90
12,12,-5,55
47,15,32,-26
-11,-44,-81,-86
-32,-18,86,-85
75,-19,-74,3
92,79,-38,-92
-90,-92,-37,-70
20,10,46,-76
71,33,18,-53
-83,-46,-42,19
-69,-55,-65,-66
-64,-99,-19,18
-94,-43,21,-46
-14,58,-66,-70
-2,-47,54,10
77,66,-20,54
-61,32,74,-59
-75,97,-83,-54
-25,-18,-5,17
-51,-72,78,47
71,-56,5,27
63,-74,-19,36
71,-4,-28,17
51,39,-76,53
92,-93,-43,-33
42,54,-84,55
81,-80,99,49
-40,68,5,-74
-1,31,-58,-90
-98,-82,-70,39
85,-15,-12,-2
29,9,-93,-52
11,3,-34,-4
-53,-9,-17,87
13,-63,45,-79
7,-13,-100,-35
44,62,44,73
-14,54,54,41
93,-75,-22,-75
-93,56,-51,-37
52,-42,47,-19
-1,78,17,-82
75,59,33,16
22,7,68,-43
40,59,-51,-23
14,1,-76,24
-80,-58,91,69
74,-83,-69,-27
-72,43,-15,-85
82,59,-33,-25
64,-65,73,100
-83,88,91,-10
-51,-93,63,9
-95,-77,40,-67
71,15,-50,-6
-26,23,-73,20
-78,7,3,16
52,-26,23,-10
-75,-64,48,8
-49,-12,-98,-93
10,-70,71,-43
38,-53,8,6
94,-74,10,33
31,23,88,-73
74,-76,74,-88
-80,45,50,69
60,-76,-5,-69
-20,-83,-4,21
21,61,98,-94
-68,-71,-4,24
-16,5,94,22
-35,-44,-75,89
51,-66,56,-5
-87,-2,-46,47
-50,-43,40,-52
13,-20,-63,6
12,-47,19,-80
5,-37,25,57
-99,-59,-36,-60
99,-3,-63,92
-44,-25,-48,-71
-92,62,-39,-43
-53,-20,-96,-63
47,23,57,-61
-48,26,35,-40
-55,-59,-91,-28
-90,-43,74,64
-87,60,66,-9
44,-43,-34,7
1,-78,-6,55
46,-21,-9,-60
-81,12,66,6
4,-98,96,23
68,-39,-50,69
-69,-59,85,-20
-19,3,14,25
95,-38,-74,84
-47,-21,-19,2
41,-87,95,83
-19,-35,-56,-36
93,56,89,-96
72,72,71,32
-82,82,91,77
-34,29,71,10
90,72,-7,-29
9,-16,-67,-96
12,97,21,-21
-29,40,-5,-10
1,-100,5,-8
-100,-12,-21,62
15,8,70,-82
75,-76,-59,98
-76,-82,18,99
-61,-72,-3,-72
-70,56,-10,-50
51,-1,-91,-67
-16,56,-35,62
9,-3,72,-34
96,-11,-26,-46
-38,-59,23,78
-91,-65,-72,-50
98,-78,-36,-99
-87,-88,38,-75
-67,53,54,80
-47,-6,3,-2
-54,48,-89,13
-71,8,37,-1
-56,4,-81,18
69,26,-53,-52
43,-56,50,31
-16,-86,70,83
-12,-44,71,-26
-13,64,96,-73
-90,80,14,-23
20,-10,40,60
-9,-60,-61,-2
-1,-53,-25,-2
-19,-45,-55,-24
-74,-19,83,-1
38,-47,88,23
85,-59,-91,60
71,-56,-56,-71
-96,76,16,89
92,77,17,-68
96,68,9,64
46,-67,-8,-70
-96,1,83,-60
-93,70,84,-94
53,-55,46,-84
40,-74,-81,33
-10,-60,-50,-23
0,25,42,84
-24,-95,-68,-93
-98,-56,51,62
-30,-13,-96,-38
-8,95,-21,90
-6,-35,-87,29
-74,-10,-8,-58
38,94,-33,-16
3,-25,-83,-2
-59,-80,74,-36
36,63,-24,98
-77,92,77,27
73,-67,97,41
-28,-31,72,-18
85,98,-82,-83
-97,-46,10,57
37,52,-100,-17
-32,-35,20,-60
-46,61,81,84
-39,66,-49,-82
-83,44,-48,52
-20,19,-91,-74
85,72,78,-23
91,-79,-84,-88
45,61,56,-29
78,-68,-50,-49
-24,52,75,-27
32,26,-61,-100
-44,-39,-32,79
-59,-53,73,36
-41,81,-6,-89
60,-35,63,27
-32,-89,48,96
-62,28,-81,-86
21,-79,1,-32
29,-5,-4,-58
60,74,-49,-33
-41,85,-81,69
72,2,-52,-44
-69,-93,61,54
-97,-35,-62,-16
39,-41,-25,-34
83,59,-50,-91
-99,-24,72,-24
30,1,-74,96
-31,-86,18,-90
-38,49,88,-41
95,-62,-39,94
56,68,-48,-41
26,-97,-12,83
-95,94,84,-56
-62,-27,-78,14
-63,46,0,-27
-88,-27,73,30
23,5,4,-84
81,-98,46,-66
51,-4,86,63
42,-90,-92,-15
-14,-64,-21,-90
52,-77,62,-50
26,80,58,-100
42,90,-34,76
-72,-55,-40,43
33,29,24,82
72,28,-93,8
-38,53,-83,96
-92,46,92,62
-98,-64,-47,-76
47,-100,-20,-51
55,62,-21,-40
-94,-88,84,-4
-47,55,-48,-19
-33,1,-29,-22
-27,-86,-88,56
85,-89,-17,100
-34,-53,-22,41
98,-48,66,-93
-84,62,-2,85
-94,10,67,-81
23,67,-15,67
74,61,-75,24
-70,23,12,-50
-34,19,-75,17
-80,-45,90,-85
-50,50,1,97
-4,71,54,97
-72,28,6,-55
-32,20,-52,-5
7,-87,24,25
57,-78,-59,24
24,10,90,-95
-30,-53,-24,-70
28,51,71,-9
98,-41,91,92
49,-7,-75,-61
62,15,-31,-45
-44,-71,47,58
-3,64,-75,-91
-80,41,-48,9
-97,97,54,94
-83,-19,94,50
55,-86,25,-95
-88,14,83,31
-100,73,-7,-83
6,54,-39,27
-54,40,-58,15
73,-16,43,-60
-35,-45,16,-73
69,37,-6,-22
83,2,-72,78
55,-88,36,-81
-90,-52,85,80
95,44,-1,-60
-17,14,-94,-56
-15,-99,90,41
11,-30,88,34
78,-7,-71,-43
-25,37,19,-56
-86,-100,-14,-13
93,75,-40,83
47,-2,-95,-68
55,5,-56,-83
-12,39,47,-98
59,73,44,51
-34,57,82,71
-73,-39,43,85
-67,16,-25,93
59,28,-30,-57
-88,27,-84,-71
-98,58,72,-87
59,68,-89,-92
-27,-61,-17,23
-100,-18,23,-75
-30,72,-27,-98
-88,70,78,-41
-90,-33,-67,22
-13,23,28,48
-64,-30,77,63
58,-30,26,15
48,-7,11,68
-14,23,42,-42
14,7,30,-100
-70,31,-12,18
56,99,-13,45
-9,79,74,-44
22,40,-35,0
-71,-9,-1,-84
17,90,-57,-50
-59,-25,75,24
-40,47,-28,-34
76,94,-72,83
47,66,-88,-99
-60,-84,-39,15
-53,-92,-94,-71
23,-2,18,63
46,-64,-30,22
-67,65,93,16
81,36,72,-66
-47,48,-45,81
